sa2_code,sa2_name,state_name,industry_code,industry_label,opportunity_score,underserved_businesses,observed_businesses,expected_businesses_state_median_density,demand_index
505011081,"Padbury","Western Australia",L,"Rental, Hiring and Real Estate Services",58.7275,45.27,24,69.27,0.6973
311041569,"Greenbank - North Maclean","Queensland",L,"Rental, Hiring and Real Estate Services",58.719,44.53,51,95.53,0.7186
310031293,"Raceview","Queensland",Q,"Health Care and Social Assistance",58.6567,48.98,50,98.98,0.5977
125041589,"Wentworthville - Westmead","New South Wales",S,"Other Services",58.6287,41.99,64,105.99,0.7963
104011080,"Grafton","New South Wales",L,"Rental, Hiring and Real Estate Services",58.485,66.79,109,175.79,0.2756
127031522,"Casula","New South Wales",L,"Rental, Hiring and Real Estate Services",58.4789,47.77,102,149.77,0.6241
507051191,"Singleton - Golden Bay - Secret Harbour","Western Australia",G,"Retail Trade",58.4561,40.65,61,101.65,0.8382
106021614,"East Maitland - Metford","New South Wales",L,"Rental, Hiring and Real Estate Services",58.3887,55.78,107,162.78,0.4468
128021536,"Oyster Bay - Como - Jannali","New South Wales",H,"Accommodation and Food Services",58.3577,42.72,43,85.72,0.7661
213031350,"Seddon - Kingsville","Victoria",L,"Rental, Hiring and Real Estate Services",58.3205,46.51,38,84.51,0.6538
121031412,"Wahroonga (East) - Warrawee","New South Wales",S,"Other Services",58.2906,44.61,37,81.61,0.7067
205041096,"Morwell","Victoria",M,"Professional, Scientific and Technical Services",58.2684,71.78,66,137.78,0.2118
211051281,"Mooroolbark","Victoria",I,"Transport, Postal and Warehousing",58.2584,47.72,107,154.72,0.6209
207011155,"Surrey Hills (West) - Canterbury","Victoria",I,"Transport, Postal and Warehousing",58.2101,46.52,57,103.52,0.6513
206071517,"Richmond (South) - Cremorne","Victoria",I,"Transport, Postal and Warehousing",58.2083,51.65,71,122.65,0.527
304021086,"Bellbowrie - Moggill","Queensland",L,"Rental, Hiring and Real Estate Services",58.1992,41.87,53,94.87,0.7899
213051468,"Werribee - West","Victoria",H,"Accommodation and Food Services",58.1938,43.37,73,116.37,0.7417
313021366,"Caboolture - South","Queensland",I,"Transport, Postal and Warehousing",58.1239,48.53,101,149.53,0.5976
210051441,"Craigieburn - Central","Victoria",M,"Professional, Scientific and Technical Services",58.1172,50.84,27,77.84,0.5431
106021615,"Rutherford (North) - Aberglasslyn","New South Wales",Q,"Health Care and Social Assistance",58.1165,47.21,72,119.21,0.6311
505031107,"Tapping - Ashby - Sinagra","Western Australia",L,"Rental, Hiring and Real Estate Services",58.0171,42.23,66,108.23,0.7738
105021097,"Broken Hill","New South Wales",L,"Rental, Hiring and Real Estate Services",57.962,69.37,87,156.37,0.2356
121021403,"Asquith - Mount Colah","New South Wales",H,"Accommodation and Food Services",57.8723,41.58,46,87.58,0.7918
302041041,"Bracken Ridge","Queensland",M,"Professional, Scientific and Technical Services",57.8517,44.8,111,155.8,0.6913
211031265,"Croydon Hills - Warranwood","Victoria",H,"Accommodation and Food Services",57.6639,45.05,25,70.05,0.68
210051542,"Craigieburn - North West","Victoria",M,"Professional, Scientific and Technical Services",57.6594,43.21,63,106.21,0.7343
107011131,"Dapto - Avondale","New South Wales",G,"Retail Trade",57.5884,57.67,70,127.67,0.3985
310041300,"Goodna","Queensland",M,"Professional, Scientific and Technical Services",57.5796,50.16,45,95.16,0.5479
112021246,"Goonellabah","New South Wales",M,"Professional, Scientific and Technical Services",57.5676,56.17,82,138.17,0.4249
402051049,"Golden Grove","South Australia",L,"Rental, Hiring and Real Estate Services",57.5633,47.93,44,91.93,0.6009
311051323,"Bethania - Waterford","Queensland",M,"Professional, Scientific and Technical Services",57.418,59.17,50,109.17,0.3703
213051468,"Werribee - West","Victoria",M,"Professional, Scientific and Technical Services",57.4038,42.78,247,289.78,0.7417
205041494,"Traralgon - West","Victoria",G,"Retail Trade",57.3727,56.71,42,98.71,0.4118
507051191,"Singleton - Golden Bay - Secret Harbour","Western Australia",N,"Administrative and Support Services",57.3669,39.89,44,83.89,0.8382
210051543,"Craigieburn - West","Victoria",M,"Professional, Scientific and Technical Services",57.3426,44,96,140,0.7033
212031303,"Cranbourne South","Victoria",G,"Retail Trade",57.315,41.85,99,140.85,0.7696
210041540,"Sunbury - South","Victoria",L,"Rental, Hiring and Real Estate Services",57.3128,45.31,100,145.31,0.6649
106021617,"Tenambit - East Maitland","New South Wales",L,"Rental, Hiring and Real Estate Services",57.2398,57.32,36,93.32,0.3985
121031408,"Lindfield - Roseville","New South Wales",S,"Other Services",57.2066,40.67,74,114.67,0.8065
106021618,"Thornton - Millers Forest","New South Wales",L,"Rental, Hiring and Real Estate Services",57.2043,43.58,126,169.58,0.7127
106011111,"Kurri Kurri - Abermain","New South Wales",H,"Accommodation and Food Services",57.1828,48.87,37,85.87,0.57
127031524,"Holsworthy - Wattle Grove","New South Wales",G,"Retail Trade",57.1566,42.65,67,109.65,0.7402
308031210,"Gracemere","Queensland",Q,"Health Care and Social Assistance",57.0635,47.27,33,80.27,0.6073
109011173,"Albury - North","New South Wales",L,"Rental, Hiring and Real Estate Services",56.9613,58.54,36,94.54,0.3731
213011331,"Delahey","Victoria",L,"Rental, Hiring and Real Estate Services",56.9094,53.19,16,69.19,0.47
505031306,"Wanneroo - Sinagra","Western Australia",L,"Rental, Hiring and Real Estate Services",56.9043,47.44,70,117.44,0.5994
202011022,"Kangaroo Flat - Golden Square","Victoria",L,"Rental, Hiring and Real Estate Services",56.9012,66.09,119,185.09,0.261
210031535,"Glenroy - East","Victoria",M,"Professional, Scientific and Technical Services",56.8917,52.25,97,149.25,0.4889
102021056,"Warnervale - Wadalba","New South Wales",G,"Retail Trade",56.8554,42.24,73,115.24,0.7461
213051583,"Tarneit - Central","Victoria",C,"Manufacturing",56.8437,44.99,34,78.99,0.6636
206071145,"Clifton Hill - Alphington","Victoria",I,"Transport, Postal and Warehousing",56.7944,47.02,25,72.02,0.6079
116021630,"Riverstone","New South Wales",Q,"Health Care and Social Assistance",56.7632,39.59,77,116.59,0.8337
212041312,"Dandenong North","Victoria",G,"Retail Trade",56.7552,49.53,84,133.53,0.546
124031707,"Cranebrook - Castlereagh","New South Wales",L,"Rental, Hiring and Real Estate Services",56.6979,45.45,109,154.45,0.6474
402021030,"Elizabeth","South Australia",M,"Professional, Scientific and Technical Services",56.5914,46.5,20,66.5,0.617
107011132,"Horsley - Kembla Grange","New South Wales",H,"Accommodation and Food Services",56.5904,41.02,12,53.02,0.7796
317011453,"Newtown (Qld)","Queensland",L,"Rental, Hiring and Real Estate Services",56.5163,60.25,31,91.25,0.3381
206051129,"Elwood","Victoria",I,"Transport, Postal and Warehousing",56.4745,47.8,54,101.8,0.5815
111011210,"Mount Hutton - Windale","New South Wales",L,"Rental, Hiring and Real Estate Services",56.445,55.26,31,86.26,0.4214
214011376,"Skye - Sandhurst","Victoria",L,"Rental, Hiring and Real Estate Services",56.3509,44.56,73,117.56,0.6646
311041568,"Flagstone (West) - New Beith","Queensland",Q,"Health Care and Social Assistance",56.3457,37.33,38,75.33,0.9095
313021366,"Caboolture - South","Queensland",C,"Manufacturing",56.3101,47.02,27,74.02,0.5976
402041044,"Paralowie","South Australia",G,"Retail Trade",56.1782,44.83,36,80.83,0.653
403031067,"Blackwood","South Australia",L,"Rental, Hiring and Real Estate Services",56.1766,40.49,80,120.49,0.7875
402021031,"Elizabeth East","South Australia",M,"Professional, Scientific and Technical Services",56.1356,49.81,34,83.81,0.527
510031272,"Karratha","Western Australia",I,"Transport, Postal and Warehousing",55.9778,39.51,65,104.51,0.8167
121021403,"Asquith - Mount Colah","New South Wales",S,"Other Services",55.9573,40.21,64,104.21,0.7918
121031412,"Wahroonga (East) - Warrawee","New South Wales",I,"Transport, Postal and Warehousing",55.9192,42.79,61,103.79,0.7067
310021281,"Lowood","Queensland",L,"Rental, Hiring and Real Estate Services",55.8987,55.71,75,130.71,0.4033
204021066,"Wangaratta","Victoria",M,"Professional, Scientific and Technical Services",55.8749,64.35,126,190.35,0.2683
213041575,"Hillside","Victoria",M,"Professional, Scientific and Technical Services",55.7628,43.9,109,152.9,0.6703
505031104,"Marangaroo","Western Australia",L,"Rental, Hiring and Real Estate Services",55.7267,50.13,29,79.13,0.5116
110041202,"Tamworth - East","New South Wales",G,"Retail Trade",55.7249,57.52,59,116.52,0.3689
213011337,"Sunshine North","Victoria",M,"Professional, Scientific and Technical Services",55.717,47.59,71,118.59,0.5708
507051191,"Singleton - Golden Bay - Secret Harbour","Western Australia",S,"Other Services",55.6764,38.71,79,117.71,0.8382
314031393,"Petrie","Queensland",L,"Rental, Hiring and Real Estate Services",55.6547,48.21,30,78.21,0.5545
125031484,"Guildford West - Merrylands West","New South Wales",Q,"Health Care and Social Assistance",55.5859,43.79,108,151.79,0.6694
319011502,"Walkervale - Avenell Heights","Queensland",M,"Professional, Scientific and Technical Services",55.5788,65.71,29,94.71,0.2458
108041164,"Port Macquarie - West","New South Wales",M,"Professional, Scientific and Technical Services",55.5706,60.42,170,230.42,0.3198
309071554,"Pimpama - North","Queensland",L,"Rental, Hiring and Real Estate Services",55.5472,43.52,70,113.52,0.6765
311031319,"Regents Park - Heritage Park","Queensland",Q,"Health Care and Social Assistance",55.5229,42.71,61,103.71,0.7
116031316,"Lethbridge Park - Tregear","New South Wales",C,"Manufacturing",55.5094,43.89,18,61.89,0.6647
125041589,"Wentworthville - Westmead","New South Wales",C,"Manufacturing",55.5059,39.75,25,64.75,0.7963
212031557,"Cranbourne East - North","Victoria",G,"Retail Trade",55.4719,44.12,100,144.12,0.6573
402041047,"Salisbury East","South Australia",M,"Professional, Scientific and Technical Services",55.4477,46.72,64,110.72,0.5868
318021482,"Kirwan - West","Queensland",M,"Professional, Scientific and Technical Services",55.4382,50.23,77,127.23,0.5038
319011493,"Bargara - Burnett Heads","Queensland",I,"Transport, Postal and Warehousing",55.4356,62.58,55,117.58,0.2858
310031294,"Ripley","Queensland",Q,"Health Care and Social Assistance",55.4125,38.15,86,124.15,0.8525
314011386,"The Hills District","Queensland",G,"Retail Trade",55.358,41.3,74,115.3,0.7405
212021455,"Narre Warren - North East","Victoria",M,"Professional, Scientific and Technical Services",55.3432,47.4,82,129.4,0.5675
106031125,"Williamtown - Medowie - Karuah","New South Wales",G,"Retail Trade",55.3429,47.66,38,85.66,0.5613
505031099,"Butler - Merriwa - Ridgewood","Western Australia",G,"Retail Trade",55.3341,47.32,55,102.32,0.5694
403031066,"Bellevue Heights","South Australia",L,"Rental, Hiring and Real Estate Services",55.3115,42.95,31,73.95,0.6878
102021050,"Lake Munmorah - Mannering Park","New South Wales",L,"Rental, Hiring and Real Estate Services",55.2838,76.55,22,98.55,0.1222
106021618,"Thornton - Millers Forest","New South Wales",G,"Retail Trade",55.224,42.07,56,98.07,0.7127
212031557,"Cranbourne East - North","Victoria",Q,"Health Care and Social Assistance",55.1845,43.89,112,155.89,0.6573
117031640,"Newtown (NSW)","New South Wales",I,"Transport, Postal and Warehousing",55.1738,52.56,36,88.56,0.4497
113011257,"Griffith Surrounds","New South Wales",Q,"Health Care and Social Assistance",55.1489,53.48,27,80.48,0.4312
203021485,"Charlemont","Victoria",G,"Retail Trade",55.1454,46.38,34,80.38,0.589
107041148,"Thirroul - Austinmer - Coalcliff","New South Wales",I,"Transport, Postal and Warehousing",55.0938,46.81,22,68.81,0.5769
204031491,"Baranduda - Leneva","Victoria",G,"Retail Trade",55.0697,43.91,38,81.91,0.6542
111031234,"Waratah - North Lambton","New South Wales",M,"Professional, Scientific and Technical Services",54.9948,54.71,74,128.71,0.4052
122031696,"Frenchs Forest - Oxford Falls","New South Wales",I,"Transport, Postal and Warehousing",54.9924,38.38,62,100.38,0.833
122021420,"Avalon - Palm Beach","New South Wales",I,"Transport, Postal and Warehousing",54.9922,48.12,27,75.12,0.5428
312011338,"Broadsound - Nebo","Queensland",M,"Professional, Scientific and Technical Services",54.9706,48.77,28,76.77,0.5272
206031116,"Moonee Ponds","Victoria",I,"Transport, Postal and Warehousing",54.9008,45.67,68,113.67,0.602
313051380,"Rothwell - Kippa-Ring","Queensland",M,"Professional, Scientific and Technical Services",54.8998,58.46,89,147.46,0.3391
213041353,"Bacchus Marsh","Victoria",G,"Retail Trade",54.8466,46.3,106,152.3,0.5846
212011549,"Pakenham - North East","Victoria",G,"Retail Trade",54.7435,44.86,49,93.86,0.6202
106021615,"Rutherford (North) - Aberglasslyn","New South Wales",G,"Retail Trade",54.6754,44.41,55,99.41,0.6311
501021251,"Dalyellup","Western Australia",L,"Rental, Hiring and Real Estate Services",54.6061,40.94,37,77.94,0.7337
124011450,"Blaxland - Warrimoo - Lapstone","New South Wales",I,"Transport, Postal and Warehousing",54.5299,46.6,63,109.6,0.5702
204011056,"Kilmore - Broadford","Victoria",M,"Professional, Scientific and Technical Services",54.4244,50.59,106,156.59,0.4759
124051580,"Colyton - Oxley Park","New South Wales",Q,"Health Care and Social Assistance",54.3897,43.67,41,84.67,0.6454
102021048,"Gorokan - Kanwal - Charmhaven","New South Wales",G,"Retail Trade",54.3812,56.23,61,117.23,0.3671
106021614,"East Maitland - Metford","New South Wales",M,"Professional, Scientific and Technical Services",54.3181,51.89,128,179.89,0.4468
107041146,"Figtree - Keiraville","New South Wales",G,"Retail Trade",54.2209,44.51,77,121.51,0.6183
203021488,"Norlane","Victoria",M,"Professional, Scientific and Technical Services",54.1774,59.79,25,84.79,0.3062
312021344,"Eimeo - Rural View","Queensland",G,"Retail Trade",54.1702,39.7,26,65.7,0.7646
102011040,"Umina - Booker Bay - Patonga","New South Wales",G,"Retail Trade",54.1669,59.92,69,128.92,0.304
209041530,"Lalor - West","Victoria",M,"Professional, Scientific and Technical Services",54.1481,49.15,83,132.15,0.5016
309071256,"Oxenford - Maudsland","Queensland",L,"Rental, Hiring and Real Estate Services",54.1443,39.46,128,167.46,0.7721
205011076,"Drouin","Victoria",G,"Retail Trade",54.0569,52.93,72,124.93,0.4212
507031169,"Wellard (West) - Bertram","Western Australia",G,"Retail Trade",54.0477,38.17,50,88.17,0.8158
209031215,"Wattle Glen - Diamond Creek","Victoria",L,"Rental, Hiring and Real Estate Services",54.0119,38.89,89,127.89,0.7887
504031062,"Lockridge - Kiara","Western Australia",M,"Professional, Scientific and Technical Services",54.0093,41.42,64,105.42,0.704
510031271,"Ashburton (WA)","Western Australia",L,"Rental, Hiring and Real Estate Services",53.9954,41.52,18,59.52,0.7005
103011613,"Bathurst - West","New South Wales",I,"Transport, Postal and Warehousing",53.9332,47.4,37,84.4,0.5379
102011040,"Umina - Booker Bay - Patonga","New South Wales",Q,"Health Care and Social Assistance",53.8696,59.59,95,154.59,0.304
103041078,"Orange - North","New South Wales",H,"Accommodation and Food Services",53.7822,43.8,46,89.8,0.628
205041094,"Churchill","Victoria",L,"Rental, Hiring and Real Estate Services",53.7674,60.61,45,105.61,0.2871
306021144,"Bentley Park","Queensland",M,"Professional, Scientific and Technical Services",53.7513,42.47,34,76.47,0.6655
304041104,"Upper Kedron - Ferny Grove","Queensland",S,"Other Services",53.7325,36.42,23,59.42,0.8755
310031291,"Leichhardt - One Mile","Queensland",L,"Rental, Hiring and Real Estate Services",53.7184,46.31,29,75.31,0.5599
302041045,"Taigum - Fitzgibbon","Queensland",Q,"Health Care and Social Assistance",53.7016,45.49,47,92.49,0.5805
313021364,"Burpengary - East","Queensland",L,"Rental, Hiring and Real Estate Services",53.6243,39.72,35,74.72,0.75
213041578,"Melton South - Weir Views","Victoria",S,"Other Services",53.5638,43.44,55,98.44,0.6332
104021089,"Sawtell - Boambee","New South Wales",M,"Professional, Scientific and Technical Services",53.4403,57.6,143,200.6,0.3278
310041299,"Collingwood Park - Redbank","Queensland",Q,"Health Care and Social Assistance",53.4375,39.98,46,85.98,0.7366
111011209,"Glendale - Cardiff - Hillsborough","New South Wales",M,"Professional, Scientific and Technical Services",53.3836,46.23,204,250.23,0.5548
402041047,"Salisbury East","South Australia",L,"Rental, Hiring and Real Estate Services",53.3679,44.97,123,167.97,0.5868
312011341,"Moranbah","Queensland",L,"Rental, Hiring and Real Estate Services",53.3632,38.45,47,85.45,0.7879
310011272,"Durack","Queensland",L,"Rental, Hiring and Real Estate Services",53.3625,46.91,28,74.91,0.5376
205051103,"Sale","Victoria",M,"Professional, Scientific and Technical Services",53.239,61.94,84,145.94,0.2596
101061543,"Young","New South Wales",M,"Professional, Scientific and Technical Services",53.1717,61.08,47,108.08,0.2705
403041178,"Seaford Rise - Moana","South Australia",I,"Transport, Postal and Warehousing",53.1694,40.43,17,57.43,0.715
211031451,"Croydon - West","Victoria",L,"Rental, Hiring and Real Estate Services",53.1159,47.11,81,128.11,0.5275
108041162,"Laurieton - Bonny Hills","New South Wales",I,"Transport, Postal and Warehousing",53.0838,64.97,46,110.97,0.2171
123021443,"Minto - St Andrews","New South Wales",Q,"Health Care and Social Assistance",53.0729,42.71,93,135.71,0.6428
505031258,"Yanchep","Western Australia",M,"Professional, Scientific and Technical Services",53.0444,40.38,58,98.38,0.7138
206011498,"Coburg - West","Victoria",G,"Retail Trade",52.9812,41.01,44,85.01,0.6918
402021028,"Craigmore - Blakeview","South Australia",S,"Other Services",52.965,41.65,44,85.65,0.6717
314021577,"Kallangur","Queensland",G,"Retail Trade",52.9637,47.74,56,103.74,0.5094
505031102,"Girrawheen","Western Australia",M,"Professional, Scientific and Technical Services",52.9593,46.53,27,73.53,0.5381
315021405,"Mount Isa","Queensland",Q,"Health Care and Social Assistance",52.8789,41.68,70,111.68,0.6687
510031272,"Karratha","Western Australia",M,"Professional, Scientific and Technical Services",52.8297,37.29,102,139.29,0.8167
212031561,"Hampton Park - East","Victoria",Q,"Health Care and Social Assistance",52.805,43.96,39,82.96,0.6013
111031232,"Stockton - Fullerton Cove","New South Wales",L,"Rental, Hiring and Real Estate Services",52.6905,53.06,32,85.06,0.393
303011049,"Carina","Queensland",L,"Rental, Hiring and Real Estate Services",52.6331,41.84,67,108.84,0.658
106011108,"Cessnock","New South Wales",Q,"Health Care and Social Assistance",52.5834,50.02,100,150.02,0.4513
210031237,"Fawkner","Victoria",M,"Professional, Scientific and Technical Services",52.5448,44.89,97,141.89,0.5704
402041044,"Paralowie","South Australia",Q,"Health Care and Social Assistance",52.5233,41.92,43,84.92,0.653
213031347,"Braybrook","Victoria",M,"Professional, Scientific and Technical Services",52.4992,45.33,151,196.33,0.5582
210051441,"Craigieburn - Central","Victoria",L,"Rental, Hiring and Real Estate Services",52.4742,45.91,25,70.91,0.5431
507051313,"Baldivis - South","Western Australia",N,"Administrative and Support Services",52.4013,36.66,63,99.66,0.8295
302041041,"Bracken Ridge","Queensland",S,"Other Services",52.3459,40.54,47,87.54,0.6913
127011729,"Oran Park","New South Wales",G,"Retail Trade",52.329,36.01,88,124.01,0.8531
310041304,"Springfield Lakes","Queensland",S,"Other Services",52.2744,35.07,98,133.07,0.8905
111031226,"Maryland - Fletcher - Minmi","New South Wales",G,"Retail Trade",52.2618,39.27,51,90.27,0.7308
112031550,"Banora Point","New South Wales",L,"Rental, Hiring and Real Estate Services",52.2484,59.05,89,148.05,0.2848
507051186,"Cooloongup","Western Australia",L,"Rental, Hiring and Real Estate Services",52.2172,57.93,8,65.93,0.3014
215011388,"Horsham","Victoria",M,"Professional, Scientific and Technical Services",52.2094,58.83,102,160.83,0.2875
121021578,"Hornsby - West","New South Wales",L,"Rental, Hiring and Real Estate Services",52.0878,41.22,55,96.22,0.6636
208031186,"Chelsea - Bonbeach","Victoria",I,"Transport, Postal and Warehousing",52.0811,45.29,56,101.29,0.5498
316021581,"Meridan Plains - Little Mountain (North)","Queensland",L,"Rental, Hiring and Real Estate Services",52.0386,52.84,76,128.84,0.3849
402021032,"Munno Para West - Angle Vale","South Australia",C,"Manufacturing",52.0017,36.9,27,63.9,0.8092
104011080,"Grafton","New South Wales",I,"Transport, Postal and Warehousing",51.9471,59.33,53,112.33,0.2756
314021389,"Murrumba Downs - Griffin","Queensland",C,"Manufacturing",51.9233,38.93,34,72.93,0.7339
402021028,"Craigmore - Blakeview","South Australia",C,"Manufacturing",51.9209,40.83,21,61.83,0.6717
507011161,"Success - Hammond Park","Western Australia",G,"Retail Trade",51.9207,35.65,47,82.65,0.8562
501011294,"Busselton - West","Western Australia",I,"Transport, Postal and Warehousing",51.8984,56.57,60,116.57,0.3174
115041623,"Box Hill - Nelson","New South Wales",S,"Other Services",51.8672,34.41,66,100.41,0.9074
112031550,"Banora Point","New South Wales",M,"Professional, Scientific and Technical Services",51.8621,58.61,105,163.61,0.2848
113031269,"Wagga Wagga - South","New South Wales",H,"Accommodation and Food Services",51.8224,47.31,40,87.31,0.4953
311021308,"Edens Landing - Holmview","Queensland",Q,"Health Care and Social Assistance",51.8191,39.04,29,68.04,0.7272
124031462,"Kingswood - Werrington","New South Wales",H,"Accommodation and Food Services",51.7767,38.41,64,102.41,0.7482
210051245,"Gladstone Park - Westmeadows","Victoria",L,"Rental, Hiring and Real Estate Services",51.7403,47.8,110,157.8,0.4825
213021346,"Williamstown","Victoria",I,"Transport, Postal and Warehousing",51.707,38.91,69,107.91,0.7287
124011450,"Blaxland - Warrimoo - Lapstone","New South Wales",S,"Other Services",51.6911,44.17,42,86.17,0.5702
206021500,"Northcote - West","Victoria",I,"Transport, Postal and Warehousing",51.6894,43.86,26,69.86,0.5786
209041224,"Wallan","Victoria",H,"Accommodation and Food Services",51.6698,38.23,70,108.23,0.7514
310011564,"Forest Lake - Ellen Grove","Queensland",M,"Professional, Scientific and Technical Services",51.6432,39.93,161,200.93,0.6933
402021032,"Munno Para West - Angle Vale","South Australia",H,"Accommodation and Food Services",51.6382,36.64,30,66.64,0.8092
125041493,"Toongabbie - Constitution Hill","New South Wales",L,"Rental, Hiring and Real Estate Services",51.5626,39.48,173,212.48,0.7059
402051052,"Hope Valley - Modbury","South Australia",L,"Rental, Hiring and Real Estate Services",51.5412,48,112,160,0.4737
214011370,"Carrum Downs","Victoria",Q,"Health Care and Social Assistance",51.5036,42.69,102,144.69,0.6064
213051468,"Werribee - West","Victoria",Q,"Health Care and Social Assistance",51.5008,38.38,151,189.38,0.7417
206021112,"Thornbury","Victoria",I,"Transport, Postal and Warehousing",51.495,43.44,84,127.44,0.5853
111011210,"Mount Hutton - Windale","New South Wales",M,"Professional, Scientific and Technical Services",51.408,50.33,45,95.33,0.4214
121041413,"Cremorne - Cammeray","New South Wales",I,"Transport, Postal and Warehousing",51.3985,46.04,66,112.04,0.5165
206011498,"Coburg - West","Victoria",N,"Administrative and Support Services",51.3268,39.73,27,66.73,0.6918
319041521,"Urangan - Wondunna","Queensland",M,"Professional, Scientific and Technical Services",51.3116,60.77,76,136.77,0.2444
313041375,"Narangba","Queensland",Q,"Health Care and Social Assistance",51.2978,35.75,105,140.75,0.8347
406021142,"Port Augusta","South Australia",L,"Rental, Hiring and Real Estate Services",51.2466,52.24,72,124.24,0.381
116011304,"Blacktown (North) - Marayong","New South Wales",G,"Retail Trade",51.2364,41.72,68,109.72,0.6282
108051168,"Old Bar - Manning Point - Red Head","New South Wales",L,"Rental, Hiring and Real Estate Services",51.2192,62.69,55,117.69,0.217
319041520,"Torquay - Scarness - Kawungan","Queensland",M,"Professional, Scientific and Technical Services",51.1868,68.3,69,137.3,0.1495
107011132,"Horsley - Kembla Grange","New South Wales",Q,"Health Care and Social Assistance",51.1518,37.08,50,87.08,0.7796
119021659,"Campsie - North","New South Wales",M,"Professional, Scientific and Technical Services",51.1405,50.55,73,123.55,0.4117
103011059,"Bathurst - East","New South Wales",Q,"Health Care and Social Assistance",51.1314,42.43,40,82.43,0.6051
506051138,"Forrestfield - Wattle Grove","Western Australia",L,"Rental, Hiring and Real Estate Services",51.1216,41.18,121,162.18,0.6415
311021307,"Eagleby","Queensland",Q,"Health Care and Social Assistance",51.1139,53.26,34,87.26,0.3596
126011496,"Pennant Hills - Cheltenham","New South Wales",S,"Other Services",51.0949,39.19,60,99.19,0.7039
113011258,"Leeton","New South Wales",M,"Professional, Scientific and Technical Services",51.0653,53.83,48,101.83,0.3487
213041578,"Melton South - Weir Views","Victoria",C,"Manufacturing",50.9698,41.33,17,58.33,0.6332
506011110,"Armadale - Wungong - Brookdale","Western Australia",S,"Other Services",50.9513,42.88,85,127.88,0.5883
204011056,"Kilmore - Broadford","Victoria",Q,"Health Care and Social Assistance",50.9261,47.34,55,102.34,0.4759
311051328,"Waterford West","Queensland",L,"Rental, Hiring and Real Estate Services",50.887,43.79,29,72.79,0.562
213051466,"Point Cook - South","Victoria",S,"Other Services",50.8576,35.18,58,93.18,0.8457
208031186,"Chelsea - Bonbeach","Victoria",L,"Rental, Hiring and Real Estate Services",50.8416,44.22,93,137.22,0.5498
509011233,"McKail - Willyung","Western Australia",M,"Professional, Scientific and Technical Services",50.7987,52.65,37,89.65,0.3648
125031713,"Greystanes - South","New South Wales",L,"Rental, Hiring and Real Estate Services",50.7857,40.84,110,150.84,0.6435
209041532,"Mernda - South","Victoria",G,"Retail Trade",50.7579,36.51,41,77.51,0.7901
213051585,"Tarneit - South","Victoria",L,"Rental, Hiring and Real Estate Services",50.6442,41.15,60,101.15,0.6306
111021218,"Morisset - Cooranbong","New South Wales",M,"Professional, Scientific and Technical Services",50.5718,48.17,152,200.17,0.4498
211051286,"Yarra Valley","Victoria",M,"Professional, Scientific and Technical Services",50.5556,53.8,108,161.8,0.3396
212031558,"Cranbourne East - South","Victoria",Q,"Health Care and Social Assistance",50.5519,37.68,56,93.68,0.7418
506061142,"Byford","Western Australia",G,"Retail Trade",50.5158,35.95,66,101.95,0.8052
507051313,"Baldivis - South","Western Australia",H,"Accommodation and Food Services",50.4994,35.33,51,86.33,0.8295
121031407,"Gordon - Killara","New South Wales",S,"Other Services",50.4675,35.51,71,106.51,0.8211
209041436,"South Morang - South","Victoria",M,"Professional, Scientific and Technical Services",50.3404,38.25,84,122.25,0.716
211051274,"Belgrave - Selby","Victoria",I,"Transport, Postal and Warehousing",50.3269,41.72,22,63.72,0.6062
213011331,"Delahey","Victoria",M,"Professional, Scientific and Technical Services",50.2417,46.96,29,75.96,0.47
203031048,"Clifton Springs","Victoria",I,"Transport, Postal and Warehousing",50.1993,56.09,57,113.09,0.2949
124031707,"Cranebrook - Castlereagh","New South Wales",H,"Accommodation and Food Services",50.1677,40.22,25,65.22,0.6474
506021309,"Cloverdale","Western Australia",L,"Rental, Hiring and Real Estate Services",50.122,45.27,27,72.27,0.5072
505031255,"Alkimos - Eglinton","Western Australia",G,"Retail Trade",50.0953,35.24,44,79.24,0.8216
314021578,"Mango Hill","Queensland",C,"Manufacturing",50.0616,34.08,14,48.08,0.8692
116021563,"Quakers Hill","New South Wales",C,"Manufacturing",50.0452,36.01,35,71.01,0.7899
317011449,"Gowrie (Qld)","Queensland",L,"Rental, Hiring and Real Estate Services",50.0099,38.57,29,67.57,0.6967
502011024,"Halls Head - Erskine","Western Australia",I,"Transport, Postal and Warehousing",49.9878,56.16,65,121.16,0.29
601021011,"Rokeby","Tasmania",L,"Rental, Hiring and Real Estate Services",49.9878,36.32,12,48.32,0.7762
213011569,"Deer Park","Victoria",Q,"Health Care and Social Assistance",49.958,44.35,70,114.35,0.5265
128011604,"Cronulla - Kurnell - Bundeena","New South Wales",I,"Transport, Postal and Warehousing",49.9298,45.56,99,144.56,0.4959
210051442,"Craigieburn - North","Victoria",L,"Rental, Hiring and Real Estate Services",49.9286,38.3,73,111.3,0.7037
108041166,"Wauchope","New South Wales",M,"Professional, Scientific and Technical Services",49.8067,51.64,81,132.64,0.3645
124031457,"Cambridge Park","New South Wales",H,"Accommodation and Food Services",49.7968,44.59,17,61.59,0.5167
102021050,"Lake Munmorah - Mannering Park","New South Wales",M,"Professional, Scientific and Technical Services",49.7659,68.91,40,108.91,0.1222
